Time,U1,U2,U3,U4,U5,Utot,J,I,TinH2,ToutH2,TinAIR,ToutAIR,TinWAT,ToutWAT,PinAIR,PoutAIR,PoutH2,PinH2,DinH2,DoutH2,DinAIR,DoutAIR,DWAT,HrAIRFC
898,0.65198,0.64388,0.63827,0.64356,0.63839,3.2161,0.702,70.19969,27.80967,40.99677,42.28967,51.58539,53.72044,55.43691,1299.89336,1269.00341,1299.82822,1286.95537,4.79631,2.1391,23.03668,21.20489,1.97372,50.0716
899,0.65207,0.64396,0.63837,0.64375,0.63847,3.21661,0.70201,70.20071,27.79216,40.97792,42.28454,51.57588,53.71527,55.43382,1299.94445,1269.10887,1299.67168,1286.77629,4.79636,2.13896,23.03666,21.20409,1.9723,50.06957
900,0.65212,0.64403,0.63845,0.64393,0.63854,3.21708,0.70202,70.20148,27.77376,40.9585,42.28007,51.56818,53.71223,55.43045,1300.01,1269.22822,1299.53536,1286.61299,4.79639,2.13919,23.03664,21.20329,1.97106,50.07079
901,0.65216,0.6441,0.63854,0.6441,0.6386,3.21753,0.70202,70.20205,27.757,40.93831,42.27541,51.56295,53.71195,55.42735,1300.07424,1269.33749,1299.44271,1286.49246,4.79639,2.13981,23.03664,21.20243,1.97015,50.07301
902,0.6522,0.64418,0.63861,0.64428,0.63866,3.21798,0.70203,70.20248,27.74449,40.91768,42.27014,51.56042,53.71478,55.42541,1300.1305,1269.42367,1299.37662,1286.40157,4.79637,2.14027,23.03664,21.20167,1.96976,50.07345
903,0.65224,0.64428,0.63869,0.64446,0.63873,3.21846,0.70203,70.20291,27.73823,40.89657,42.26459,51.56015,53.72005,55.42491,1300.17895,1269.48323,1299.34012,1286.34736,4.79636,2.14006,23.03665,21.20087,1.96983,50.07051
904,0.65229,0.64439,0.63877,0.64465,0.63881,3.21898,0.70204,70.20335,27.73908,40.87349,42.25962,51.56124,53.72594,55.42535,1300.21343,1269.51429,1299.3462,1286.34629,4.79637,2.1393,23.03667,21.19994,1.97029,50.06424
905,0.65233,0.6445,0.63886,0.64482,0.63889,3.21948,0.70204,70.20369,27.74676,40.84976,42.25589,51.56356,53.7317,55.42687,1300.23635,1269.53329,1299.3618,1286.37025,4.79639,2.13845,23.03669,21.19894,1.97099,50.05554
906,0.65236,0.6446,0.63894,0.64498,0.63896,3.21994,0.70204,70.20373,27.76107,40.82998,42.2535,51.56745,53.73788,55.42974,1300.24962,1269.55201,1299.3723,1286.40678,4.79642,2.13787,23.03671,21.19797,1.97187,50.0451
907,0.65236,0.6447,0.63903,0.64512,0.63901,3.22032,0.70204,70.20338,27.78144,40.81823,42.25217,51.5734,53.74478,55.43357,1300.25151,1269.56669,1299.37753,1286.45034,4.79644,2.13773,23.03672,21.19707,1.97291,50.03424
908,0.65237,0.64479,0.63911,0.64523,0.63905,3.22063,0.70203,70.20272,27.80675,40.81608,42.25132,51.58126,53.75161,55.4374,1300.24478,1269.56961,1299.34866,1286.46292,4.79643,2.13798,23.0367,21.19617,1.97405,50.02502
909,0.65237,0.64489,0.63917,0.64532,0.63907,3.22091,0.70202,70.20198,27.83528,40.82533,42.25067,51.59022,53.75717,55.44088,1300.2313,1269.55831,1299.25746,1286.41001,4.7964,2.13832,23.03669,21.19504,1.97528,50.01704
910,0.65238,0.645,0.63923,0.64541,0.63909,3.22119,0.70202,70.20141,27.86451,40.8426,42.25075,51.59927,53.76086,55.44436,1300.21792,1269.53833,1299.08698,1286.26646,4.79636,2.13803,23.03667,21.19375,1.97659,50.00931
911,0.65241,0.64512,0.63928,0.64549,0.63912,3.22148,0.70201,70.20117,27.89141,40.86342,42.25256,51.60739,53.76276,55.4479,1300.21142,1269.51668,1298.85083,1286.04337,4.79632,2.13668,23.03664,21.19242,1.97795,50.00336
912,0.65246,0.64523,0.63933,0.64555,0.63914,3.22176,0.70201,70.20128,27.9144,40.88353,42.25648,51.61388,53.76323,55.45114,1300.21184,1269.49592,1298.62274,1285.81522,4.79628,2.13422,23.03661,21.19111,1.97926,50.00096
913,0.65251,0.64532,0.63936,0.64561,0.63917,3.22201,0.70202,70.2016,27.93323,40.90164,42.26144,51.61865,53.76202,55.45408,1300.20608,1269.47018,1298.45227,1285.63163,4.79625,2.13088,23.03655,21.18958,1.98052,50.00059
914,0.65256,0.64539,0.6394,0.64566,0.6392,3.22223,0.70202,70.20193,27.94794,40.9189,42.26587,51.62157,53.75906,55.45649,1300.20545,1269.45452,1298.34463,1285.49616,4.79624,2.12734,23.03649,21.18809,1.98169,50.00078
915,0.6526,0.64543,0.63943,0.64571,0.63924,3.22241,0.70202,70.20212,27.95768,40.93585,42.26897,51.62269,53.75479,55.45749,1300.21415,1269.45173,1298.30026,1285.4153,4.79624,2.12422,23.03643,21.1869,1.98279,50.00228
916,0.65264,0.64544,0.63945,0.64575,0.63927,3.22254,0.70202,70.2021,27.96108,40.95293,42.27042,51.62251,53.75024,55.45685,1300.22281,1269.44879,1298.27941,1285.35613,4.79624,2.12193,23.03639,21.18602,1.98385,50.00542
917,0.65266,0.64544,0.63946,0.64579,0.6393,3.22261,0.70202,70.20194,27.95695,40.97176,42.27079,51.62157,53.74573,55.4551,1300.22738,1269.43713,1298.2584,1285.30159,4.79624,2.1207,23.03638,21.18564,1.9849,50.0119
918,0.65267,0.64542,0.63946,0.64582,0.63931,3.22265,0.70202,70.20171,27.94451,40.99037,42.27086,51.62015,53.74162,55.45292,1300.21831,1269.40892,1298.20598,1285.22327,4.79624,2.12009,23.03639,21.18572,1.98596,50.02177
919,0.65267,0.6454,0.63945,0.64585,0.63933,3.22266,0.70201,70.20145,27.9233,41.0024,42.27158,51.61856,53.73832,55.45037,1300.1882,1269.36151,1298.11662,1285.10914,4.79623,2.11967,23.03643,21.18599,1.98703,50.0332
920,0.65267,0.64539,0.63942,0.64586,0.63935,3.22266,0.70201,70.20123,27.89416,41.00345,42.27334,51.61633,53.73598,55.44716,1300.14246,1269.2996,1298.03449,1284.99669,4.79623,2.11921,23.03648,21.18623,1.98804,50.04576
921,0.65265,0.64537,0.6394,0.64587,0.63938,3.22263,0.70201,70.20108,27.86099,40.99288,42.27647,51.61342,53.73479,55.44361,1300.08693,1269.22762,1298.03284,1284.96056,4.79623,2.1186,23.03652,21.18612,1.98893,50.05836
922,0.65261,0.64533,0.63937,0.64588,0.6394,3.22257,0.70201,70.20102,27.82948,40.97382,42.28107,51.61041,53.73504,55.4405,1300.01936,1269.14544,1298.11348,1285.01288,4.79623,2.11776,23.03653,21.18582,1.98976,50.0707
923,0.65255,0.64528,0.63934,0.64588,0.63941,3.22244,0.70201,70.20105,27.80435,40.9505,42.28659,51.60821,53.73719,55.43864,1299.95102,1269.06773,1298.27258,1285.15818,4.79621,2.11685,23.03652,21.18581,1.99057,50.08241
924,0.65247,0.64521,0.63931,0.64587,0.63939,3.22224,0.70201,70.20114,27.78736,40.92405,42.29148,51.60719,53.74113,55.43799,1299.89009,1269.00189,1298.52728,1285.41555,4.79616,2.11624,23.03651,21.18638,1.99139,50.09309
925,0.65236,0.64512,0.63925,0.64587,0.63934,3.22194,0.70201,70.20127,27.7773,40.89516,42.29444,51.60749,53.74595,55.43806,1299.84429,1268.95632,1298.84504,1285.74791,4.7961,2.1159,23.03652,21.18761,1.99211,50.10244
926,0.65223,0.64502,0.63917,0.64585,0.63927,3.22153,0.70201,70.20145,27.77248,40.86484,42.29507,51.60845,53.75069,55.43833,1299.81905,1268.93945,1299.11896,1286.04431,4.79604,2.11545,23.03653,21.18938,1.99272,50.10958
927,0.65208,0.64491,0.63906,0.6458,0.63917,3.22101,0.70202,70.20169,27.77195,40.83451,42.29417,51.60945,53.75521,55.439,1299.82337,1268.96197,1299.30163,1286.25326,4.79598,2.1144,23.03654,21.19154,1.99331,50.11175
928,0.6519,0.64477,0.63894,0.64572,0.63904,3.22036,0.70202,70.20193,27.77544,40.80694,42.29298,51.61041,53.75935,55.44027,1299.85271,1269.01688,1299.43746,1286.41677,4.79595,2.11275,23.03653,21.19368,1.99388,50.10875
929,0.65171,0.64461,0.6388,0.64561,0.6389,3.21961,0.70202,70.20216,27.78379,40.78497,42.29192,51.6111,53.76291,55.44193,1299.88703,1269.07828,1299.605,1286.61042,4.79594,2.11106,23.03648,21.19538,1.99436,50.1022
930,0.6515,0.64445,0.63865,0.64547,0.63874,3.21879,0.70202,70.20235,27.79924,40.76938,42.29067,51.6117,53.76588,55.44373,1299.91205,1269.12607,1299.85506,1286.88099,4.79594,2.10987,23.0364,21.1966,1.99467,50.09305
931,0.6513,0.64428,0.63851,0.64532,0.63858,3.21796,0.70202,70.20247,27.8226,40.76011,42.28912,51.61272,53.76867,55.44585,1299.92751,1269.16146,1300.18556,1287.229,4.79594,2.10913,23.03631,21.1975,1.99479,50.08241
932,0.65111,0.64411,0.63837,0.64518,0.63842,3.21715,0.70202,70.20239,27.85148,40.75876,42.28757,51.61402,53.77129,55.44828,1299.95125,1269.2074,1300.57107,1287.63307,4.79595,2.1086,23.03626,21.19846,1.99474,50.07285
933,0.65093,0.64395,0.63824,0.64503,0.63825,3.21637,0.70202,70.20201,27.88124,40.76602,42.28605,51.61541,53.7727,55.45022,1299.9914,1269.27426,1300.94508,1288.02574,4.79598,2.10782,23.03626,21.19977,1.99459,50.06564
934,0.65077,0.64379,0.63811,0.6449,0.6381,3.21564,0.70201,70.2012,27.90747,40.78171,42.28446,51.61725,53.77222,55.45102,1300.05019,1269.35907,1301.20435,1288.30023,4.79602,2.10673,23.0363,21.20133,1.99441,50.06044
935,0.65065,0.64365,0.63799,0.64477,0.63795,3.21499,0.702,70.20002,27.92761,40.80455,42.28299,51.61928,53.77,55.45028,1300.12449,1269.45557,1301.29905,1288.40035,4.79609,2.10568,23.03638,21.20285,1.99421,50.05849
936,0.65056,0.64354,0.63789,0.64466,0.63783,3.21445,0.70199,70.19863,27.94181,40.8345,42.28151,51.62108,53.76648,55.44787,1300.18982,1269.53951,1301.24469,1288.33992,4.79618,2.10473,23.03647,21.20385,1.99398,50.06072
937,0.6505,0.64347,0.63781,0.64458,0.63774,3.21407,0.70197,70.19718,27.9515,40.87196,42.27948,51.62265,53.76216,55.44407,1300.22504,1269.58976,1301.07756,1288.15896,4.79628,2.10444,23.03656,21.20399,1.99376,50.06655
938,0.65047,0.64345,0.63776,0.64453,0.63769,3.21389,0.70196,70.19583,27.95807,40.91512,42.27696,51.62373,53.75707,55.43942,1300.23737,1269.6096,1300.87224,1287.94141,4.79635,2.10514,23.03663,21.20333,1.99363,50.07564
939,0.65048,0.64347,0.63775,0.64452,0.63768,3.21393,0.70195,70.19468,27.96206,40.9583,42.27467,51.62431,53.75177,55.43488,1300.23192,1269.60206,1300.69261,1287.75307,4.79637,2.10669,23.03669,21.20211,1.99358,50.0863
940,0.65053,0.64354,0.63778,0.64456,0.63772,3.21414,0.70194,70.19376,27.96274,40.99526,42.27294,51.62469,53.74722,55.43108,1300.22008,1269.58237,1300.54836,1287.6,4.79636,2.1085,23.03673,21.20071,1.99362,50.09714
941,0.65062,0.64363,0.63782,0.64463,0.63779,3.2145,0.70193,70.19298,27.95912,41.02184,42.27167,51.62507,53.74407,55.42832,1300.22927,1269.57917,1300.47223,1287.51057,4.79633,2.10999,23.03677,21.19953,1.99371,50.10739
942,0.65073,0.64374,0.63787,0.64473,0.63787,3.21495,0.70192,70.19245,27.95088,41.03798,42.27047,51.62562,53.7423,55.42645,1300.27315,1269.60679,1300.45063,1287.46914,4.79631,2.11117,23.03679,21.19856,1.99389,50.11593
943,0.65085,0.64385,0.63793,0.64484,0.63795,3.21544,0.70192,70.19224,27.93903,41.04588,42.26951,51.62672,53.74183,55.42551,1300.33826,1269.65423,1300.43342,1287.42972,4.79629,2.11159,23.0368,21.19788,1.99413,50.12249
944,0.65096,0.64395,0.63798,0.64496,0.63803,3.21586,0.70192,70.19238,27.92587,41.04851,42.26889,51.62786,53.74261,55.42536,1300.40079,1269.69958,1300.40333,1287.38273,4.79628,2.11114,23.03679,21.19753,1.99443,50.12748
945,0.65105,0.64403,0.63802,0.64506,0.63808,3.2162,0.70193,70.19281,27.91383,41.04822,42.26915,51.62924,53.74466,55.42597,1300.45945,1269.74183,1300.39236,1287.36894,4.79627,2.11019,23.03675,21.19751,1.99474,50.13141
946,0.65112,0.6441,0.63806,0.64513,0.63813,3.21645,0.70193,70.19345,27.90464,41.04461,42.26999,51.6309,53.74802,55.42742,1300.50025,1269.76824,1300.42708,1287.41937,4.79625,2.10936,23.03668,21.19753,1.99499,50.13414
947,0.65116,0.64416,0.63809,0.64519,0.63816,3.21665,0.70194,70.19424,27.89873,41.03606,42.27113,51.63278,53.75241,55.42983,1300.5113,1269.76572,1300.53186,1287.55149,4.79619,2.10911,23.03659,21.19744,1.9951,50.13567
948,0.65119,0.64421,0.63813,0.64523,0.63818,3.2168,0.70195,70.19509,27.89502,41.02214,42.2721,51.63488,53.75781,55.43337,1300.49811,1269.74314,1300.68296,1287.73611,4.7961,2.10936,23.0365,21.19734,1.99502,50.13541
949,0.65118,0.64425,0.63816,0.64526,0.63818,3.21689,0.70196,70.19598,27.89089,41.00236,42.27256,51.63695,53.76395,55.43784,1300.46931,1269.71085,1300.84234,1287.93367,4.79601,2.10934,23.03642,21.19726,1.99485,50.13107
950,0.65117,0.64428,0.6382,0.64528,0.63818,3.21694,0.70197,70.19692,27.88401,40.97919,42.27207,51.63867,53.77009,55.44261,1300.44418,1269.68156,1300.96259,1288.09148,4.79594,2.10899,23.03637,21.19737,1.99467,50.12126
951,0.65114,0.6443,0.63823,0.64529,0.63817,3.21695,0.70198,70.19798,27.87409,40.95605,42.27145,51.6401,53.77603,55.4472,1300.42436,1269.65123,1301.0231,1288.18622,4.79591,2.10854,23.03634,21.19776,1.99464,50.10811
952,0.65109,0.64432,0.63824,0.64528,0.63815,3.2169,0.70199,70.1992,27.86248,40.93516,42.27232,51.64116,53.782,55.45158,1300.39671,1269.6089,1301.05523,1288.25096,4.79594,2.10794,23.03633,21.19818,1.99471,50.09497
953,0.65104,0.64433,0.63824,0.64527,0.63812,3.21681,0.702,70.20046,27.85126,40.92001,42.27496,51.64154,53.7875,55.45541,1300.35862,1269.55666,1301.09674,1288.3245,4.79601,2.1071,23.03634,21.19846,1.99484,50.0845
954,0.65099,0.64435,0.63823,0.64525,0.63811,3.21673,0.70202,70.20161,27.84262,40.91539,42.27814,51.64093,53.791,55.45807,1300.31866,1269.50727,1301.11515,1288.37577,4.79608,2.10628,23.03636,21.19852,1.99501,50.0776
955,0.65094,0.64437,0.63822,0.64522,0.6381,3.21667,0.70203,70.20268,27.83743,40.92307,42.28082,51.63937,53.79152,55.45934,1300.29326,1269.47959,1301.0471,1288.33709,4.79614,2.10603,23.03641,21.19823,1.99528,50.0736
956,0.6509,0.6444,0.63821,0.64519,0.63809,3.21665,0.70204,70.20362,27.83454,40.94202,42.28275,51.63718,53.78892,55.45958,1300.29053,1269.48125,1300.88198,1288.18917,4.79615,2.10672,23.0365,21.19759,1.99561,50.07128
957,0.65087,0.64444,0.6382,0.64518,0.6381,3.21665,0.70204,70.20436,27.83162,40.96839,42.28386,51.63454,53.78396,55.45916,1300.31171,1269.51133,1300.62385,1287.93062,4.79612,2.10824,23.03662,21.19675,1.99596,50.06902
958,0.65085,0.64447,0.63819,0.64519,0.6381,3.21669,0.70205,70.20491,27.82686,40.99628,42.28482,51.63159,53.77767,55.45813,1300.3719,1269.58133,1300.32233,1287.61477,4.79608,2.11034,23.03674,21.19587,1.99632,50.06759
959,0.65083,0.64451,0.63817,0.64522,0.63811,3.21677,0.70205,70.20536,27.8198,41.02158,42.28616,51.62834,53.77072,55.45673,1300.47448,1269.69438,1300.057,1287.32372,4.79608,2.11303,23.03685,21.19506,1.99672,50.06752
960,0.65083,0.64454,0.63814,0.64527,0.63813,3.21684,0.70206,70.2058,27.8112,41.04422,42.28849,51.62501,53.76391,55.45512,1300.58467,1269.81995,1299.85159,1287.08927,4.79612,2.11608,23.03695,21.19416,1.99717,50.06976
961,0.65081,0.64457,0.63811,0.64531,0.63814,3.21687,0.70206,70.20608,27.80296,41.06707,42.2924,51.62206,53.75729,55.45336,1300.66239,1269.92219,1299.69512,1286.91024,4.79618,2.11887,23.03701,21.19315,1.99763,50.07539
962,0.6508,0.64458,0.63807,0.64534,0.63815,3.21686,0.70206,70.20607,27.79689,41.09304,42.29768,51.61975,53.75064,55.4513,1300.69247,1269.98358,1299.586,1286.78777,4.79623,2.12118,23.03703,21.19215,1.99811,50.08363
963,0.65078,0.64458,0.63802,0.64536,0.63815,3.21682,0.70206,70.20581,27.79347,41.12365,42.304,51.61845,53.74427,55.44906,1300.67655,1270.00251,1299.48597,1286.67862,4.79628,2.12309,23.03705,21.19117,1.99855,50.09313
964,0.65077,0.64458,0.63799,0.64537,0.63814,3.21679,0.70205,70.20532,27.79242,41.15831,42.30999,51.61813,53.73866,55.44702,1300.60791,1269.97164,1299.38043,1286.56327,4.79629,2.12478,23.03708,21.19003,1.99882,50.10144
965,0.65075,0.64458,0.63797,0.64539,0.63813,3.21676,0.70205,70.20464,27.79299,41.19529,42.31462,51.6187,53.73412,55.44538,1300.49295,1269.89635,1299.28726,1286.45547,4.79627,2.12612,23.03712,21.18878,1.99881,50.1075
966,0.65073,0.64458,0.63796,0.6454,0.63811,3.21671,0.70204,70.20386,27.79396,41.23109,42.31721,51.61982,53.73089,55.44395,1300.36396,1269.80776,1299.18497,1286.33317,4.79625,2.12666,23.03717,21.18763,1.99853,50.11118
967,0.65071,0.64457,0.63795,0.64542,0.63808,3.21667,0.70203,70.20311,27.79397,41.25876,42.31867,51.62114,53.7292,55.44264,1300.24113,1269.72199,1299.08167,1286.20376,4.79629,2.1262,23.0372,21.18678,1.99816,50.11343
968,0.65068,0.64455,0.63794,0.64544,0.63805,3.21662,0.70202,70.20251,27.79221,41.27243,42.3199,51.62241,53.7299,55.44205,1300.1277,1269.6421,1298.99063,1286.07675,4.7964,2.12483,23.03722,21.18649,1.99789,50.11452
969,0.65066,0.64453,0.63794,0.64546,0.63803,3.21658,0.70202,70.20202,27.78925,41.27154,42.32157,51.62362,53.73297,55.44244,1300.01329,1269.55161,1298.94402,1285.98877,4.79658,2.12274,23.03724,21.18697,1.99777,50.11594
970,0.65064,0.64451,0.63794,0.64547,0.63801,3.21654,0.70202,70.2016,27.78654,41.25924,42.32314,51.62464,53.73746,55.44323,1299.89631,1269.4434,1298.96587,1285.97138,4.7968,2.12003,23.03723,21.18827,1.99777,50.11796
971,0.65062,0.64448,0.63795,0.64547,0.63799,3.21649,0.70201,70.20123,27.78558,41.24027,42.32315,51.62569,53.74257,55.44379,1299.78757,1269.33078,1299.04047,1286.01404,4.79702,2.11676,23.03722,21.1903,1.99783,50.11946
972,0.65061,0.64445,0.63797,0.64546,0.63797,3.21641,0.70201,70.201,27.78748,41.2202,42.32064,51.627,53.74793,55.44401,1299.67782,1269.21828,1299.11252,1286.06042,4.79721,2.1131,23.03723,21.19272,1.99794,50.11874
973,0.65059,0.6444,0.63798,0.64543,0.63793,3.2163,0.70201,70.20093,27.79231,41.20191,42.31555,51.62853,53.75341,55.44401,1299.56351,1269.11108,1299.16747,1286.09446,4.79731,2.1089,23.03727,21.19501,1.99808,50.11461
974,0.65056,0.64436,0.63798,0.6454,0.6379,3.21616,0.70201,70.20102,27.79932,41.18302,42.30845,51.62984,53.75846,55.44372,1299.47542,1269.04097,1299.22794,1286.13669,4.79731,2.10436,23.03734,21.19687,1.99822,50.10785
975,0.65053,0.64432,0.63799,0.64537,0.63787,3.21604,0.70201,70.20129,27.80765,41.16089,42.30064,51.63039,53.76267,55.44302,1299.45788,1269.04272,1299.29058,1286.18186,4.79727,2.09971,23.03742,21.19828,1.99836,50.10102
976,0.65051,0.64428,0.63799,0.64533,0.63785,3.21592,0.70202,70.20166,27.81673,41.13441,42.294,51.63005,53.76609,55.44203,1299.5206,1269.11758,1299.36285,1286.24131,4.79723,2.09524,23.03748,21.19932,1.99859,50.0972
977,0.65049,0.64425,0.63799,0.6453,0.63785,3.21584,0.70202,70.2019,27.82594,41.10537,42.28946,51.62939,53.76892,55.44116,1299.62563,1269.22808,1299.45221,1286.32907,4.7972,2.09138,23.0375,21.20012,1.99897,50.09681
978,0.65049,0.64424,0.63799,0.64527,0.63787,3.21582,0.70202,70.2019,27.83476,41.07697,42.28763,51.62894,53.77096,55.44031,1299.71458,1269.32811,1299.56484,1286.45827,4.79712,2.08846,23.03746,21.20074,1.99945,50.1003
979,0.6505,0.64425,0.63799,0.64525,0.6379,3.21584,0.70202,70.20176,27.84256,41.05243,42.28762,51.6287,53.77168,55.43938,1299.7448,1269.38149,1299.69338,1286.62384,4.79698,2.08651,23.03739,21.20102,1.99992,50.10538
980,0.65052,0.64428,0.63799,0.64522,0.63793,3.21588,0.70202,70.20161,27.84824,41.03443,42.28869,51.62901,53.77153,55.43862,1299.71339,1269.37533,1299.84271,1286.82633,4.79682,2.08513,23.03734,21.20073,2.00035,50.10968
981,0.65054,0.64433,0.63799,0.6452,0.63798,3.21598,0.70201,70.20151,27.85074,41.02446,42.29061,51.63014,53.77094,55.4383,1299.63094,1269.31621,1300.00878,1287.05808,4.79664,2.08387,23.03732,21.19947,2.00064,50.11236
982,0.65058,0.64441,0.63799,0.64517,0.63803,3.21613,0.70201,70.20135,27.84959,41.02265,42.29273,51.63173,53.76958,55.43838,1299.5309,1269.23853,1300.18364,1287.30685,4.79643,2.08217,23.03734,21.19699,2.00076,50.11362
983,0.65061,0.64452,0.63798,0.64514,0.63808,3.2163,0.70201,70.20108,27.84493,41.02776,42.29509,51.63313,53.76719,55.43862,1299.44677,1269.17474,1300.34887,1287.54081,4.79623,2.07982,23.03735,21.19368,2.00077,50.11523
984,0.65065,0.64465,0.63796,0.64511,0.63815,3.21652,0.702,70.2006,27.83682,41.03827,42.29732,51.63353,53.76391,55.43857,1299.41002,1269.15369,1300.46656,1287.70998,4.79607,2.07746,23.03734,21.19007,2.00062,50.11759
985,0.65072,0.64484,0.63794,0.64511,0.63822,3.21684,0.702,70.19986,27.82496,41.05315,42.2992,51.63247,53.76034,55.43793,1299.42269,1269.17569,1300.50974,1287.78492,4.79599,2.07594,23.0373,21.18679,1.99951,50.12057
986,0.65083,0.64527,0.6381,0.6453,0.63836,3.21786,0.70199,70.19889,27.80908,41.0697,42.30043,51.63019,53.75727,55.4369,1299.47117,1269.22481,1300.47436,1287.76471,4.79599,2.07564,23.03724,21.18431,1.99647,50.12402
987,0.65116,0.64601,0.63886,0.64603,0.63892,3.22164,0.702,70.20083,27.7886,41.08407,42.30038,51.62708,53.75504,55.43567,1299.52844,1269.27266,1300.37505,1287.66997,4.79604,2.0765,23.03714,21.18257,1.99184,50.12776
988,0.65194,0.64678,0.63995,0.64699,0.63996,3.22674,0.70217,70.21944,27.76024,41.0935,42.29782,51.62311,53.75366,55.43432,1299.58568,1269.3052,1300.23376,1287.52617,4.79611,2.07823,23.03703,21.18133,1.98669,50.12964
989,0.65274,0.64745,0.64086,0.64776,0.64088,3.2307,0.70243,70.24408,27.71876,41.09864,42.2922,51.61864,53.75305,55.43288,1299.63221,1269.31586,1300.06027,1287.34235,4.79619,2.08051,23.03693,21.18011,1.98155,50.128
990,0.65334,0.64803,0.64156,0.64836,0.64153,3.23369,0.70259,70.26002,27.67146,41.10137,42.28387,51.61388,53.75317,55.43144,1299.6616,1269.30833,1299.88995,1287.1565,4.79628,2.08319,23.03687,21.17879,1.97643,50.12145
991,0.65383,0.64857,0.64216,0.64891,0.64202,3.23628,0.70271,70.27166,27.63395,41.10056,42.27316,51.6086,53.75372,55.42988,1299.70198,1269.30959,1299.76179,1287.01221,4.79637,2.08598,23.03685,21.17747,1.97129,50.11033
992,0.65425,0.64908,0.64272,0.64944,0.64247,3.2388,0.70282,70.28241,27.60848,41.0939,42.2617,51.60263,53.75474,55.42811,1299.78622,1269.34649,1299.68931,1286.92392,4.79645,2.08876,23.03686,21.17643,1.96608,50.09674
993,0.65466,0.64959,0.64333,0.65002,0.643,3.24168,0.70293,70.29431,27.59042,41.08205,42.25122,51.59647,53.75708,55.42643,1299.90206,1269.40876,1299.63139,1286.85548,4.7965,2.09123,23.03688,21.17581,1.96079,50.08189
994,0.65516,0.65022,0.64415,0.65079,0.64377,3.24583,0.70308,70.30858,27.57631,41.06768,42.24275,51.59079,53.76076,55.42502,1300.0098,1269.46508,1299.58732,1286.8121,4.79654,2.0932,23.03688,21.17562,1.95529,50.06818
995,0.65596,0.651,0.64525,0.65178,0.64493,3.25147,0.70325,70.32628,27.56332,41.05115,42.23674,51.58639,53.765,55.42412,1300.08659,1269.49986,1299.56351,1286.7998,4.79655,2.09486,23.03687,21.17566,1.94943,50.05741
996,0.65689,0.65146,0.64608,0.65248,0.64577,3.25445,0.70344,70.34448,27.54822,41.03132,42.23268,51.58319,53.7689,55.4236,1300.13821,1269.51868,1299.5406,1286.79425,4.79654,2.09612,23.03688,21.17583,1.94368,50.05058
997,0.65714,0.65141,0.64617,0.65261,0.64579,3.25388,0.70355,70.35504,27.52736,41.0069,42.23031,51.5809,53.77198,55.42339,1300.16152,1269.51077,1299.52499,1286.79929,4.79653,2.09676,23.03691,21.17623,1.93892,50.04782
998,0.65692,0.65122,0.64594,0.6525,0.64557,3.25263,0.70362,70.36235,27.5039,40.98112,42.23072,51.58028,53.77467,55.42367,1300.15739,1269.47613,1299.53985,1286.83596,4.79652,2.09669,23.03699,21.17684,1.93528,50.04886
999,0.65666,0.651,0.64566,0.65235,0.64535,3.25139,0.70369,70.36927,27.50079,40.95987,42.23397,51.58165,53.77733,55.42456,1300.1238,1269.41956,1299.60867,1286.92404,4.79649,2.09625,23.03712,21.17754,1.93251,50.05144
1000,0.65642,0.65079,0.6454,0.65219,0.64514,3.25022,0.70375,70.37545,27.53645,40.94826,42.23907,51.58483,53.78022,55.42594,1300.066,1269.34754,1299.72597,1287.05428,4.79645,2.09566,23.03727,21.17826,1.93061,50.05419
1001,0.6562,0.65058,0.64515,0.65204,0.64493,3.24913,0.70381,70.38083,27.59086,40.94753,42.24527,51.5892,53.78334,55.42752,1299.99078,1269.26692,1299.86812,1287.20369,4.79641,2.09488,23.03742,21.17917,1.92946,50.05737
1002,0.65599,0.65038,0.64492,0.65188,0.64473,3.24809,0.70386,70.38565,27.64291,40.95627,42.25237,51.59411,53.78658,55.42933,1299.91979,1269.19816,1299.97439,1287.31478,4.79638,2.09401,23.03757,21.18029,1.9289,50.06188
1003,0.6558,0.6502,0.6447,0.65172,0.64454,3.2471,0.7039,70.39018,27.68954,40.9709,42.26026,51.59939,53.78945,55.43127,1299.87545,1269.15874,1300.02862,1287.37324,4.79634,2.09282,23.03769,21.18169,1.9289,50.0699
1004,0.65562,0.65003,0.64449,0.65156,0.64437,3.24617,0.70394,70.39464,27.7326,40.98767,42.26833,51.60487,53.79186,55.43329,1299.86103,1269.15006,1300.05247,1287.40055,4.79629,2.09129,23.03778,21.18323,1.9296,50.08136
1005,0.65546,0.64989,0.6443,0.65141,0.64423,3.24534,0.70399,70.39917,27.77326,41.00639,42.27531,51.61004,53.79354,55.43516,1299.85469,1269.14822,1300.03832,1287.38675,4.79622,2.08962,23.03785,21.1845,1.93171,50.09481
1006,0.65532,0.64979,0.64413,0.65127,0.6441,3.24465,0.70404,70.40371,27.81126,41.03019,42.28034,51.61421,53.79397,55.43618,1299.84481,1269.13992,1299.98739,1287.33091,4.79614,2.08838,23.0379,21.18537,1.93562,50.10891
1007,0.65521,0.64971,0.644,0.65117,0.64399,3.2441,0.70408,70.40792,27.84613,41.05987,42.28394,51.61723,53.79277,55.4361,1299.83075,1269.13061,1299.90645,1287.23246,4.79607,2.08801,23.03792,21.18583,1.94069,50.12359
