Time,U1,U2,U3,U4,U5,Utot,J,I,TinH2,ToutH2,TinAIR,ToutAIR,TinWAT,ToutWAT,PinAIR,PoutAIR,PoutH2,PinH2,DinH2,DoutH2,DinAIR,DoutAIR,DWAT,HrAIRFC
772,0.64087,0.63656,0.63521,0.633,0.62366,3.16978,0.70078,70.07768,28.80344,38.93609,45.72448,51.15276,53.71316,55.45925,1301.06757,1268.7881,1300.01907,1286.54028,4.79365,2.12491,23.03663,21.1678,2.038,52.01866
773,0.6406,0.63635,0.63499,0.63265,0.62335,3.16843,0.70078,70.07784,28.87089,38.9114,45.62554,51.15696,53.70568,55.44815,1301.12862,1268.79362,1299.91445,1286.54055,4.79367,2.12523,23.03665,21.16417,2.03931,52.06198
774,0.64049,0.63629,0.63479,0.6325,0.62326,3.16762,0.70078,70.07833,28.93816,38.89739,45.60221,51.15916,53.70022,55.43476,1301.03572,1268.63899,1300.22672,1286.95368,4.79367,2.12925,23.03667,21.15868,2.04028,52.11204
775,0.64063,0.63636,0.63472,0.63257,0.62342,3.16763,0.70079,70.07875,29.00355,38.90072,45.56809,51.16008,53.69688,55.42278,1300.89743,1268.45997,1300.54972,1287.39201,4.7937,2.13408,23.03665,21.15651,2.04107,52.16602
776,0.641,0.63654,0.6348,0.63289,0.62375,3.16885,0.70079,70.07915,29.05703,38.92101,45.53931,51.15807,53.69615,55.41265,1300.80631,1268.36147,1300.6859,1287.61069,4.79381,2.13697,23.03655,21.15703,2.04183,52.20932
777,0.64144,0.63682,0.63498,0.63326,0.62413,3.17063,0.7008,70.07984,29.09161,38.95146,45.55372,51.15763,53.70128,55.40752,1300.63458,1268.22477,1301.04882,1287.99372,4.79399,2.14063,23.03653,21.15672,2.04278,52.23534
778,0.64179,0.63711,0.63527,0.63361,0.6245,3.17232,0.70081,70.08069,29.10797,38.95836,45.58006,51.16331,53.71211,55.40901,1300.32557,1267.99153,1301.62841,1288.53755,4.79419,2.14418,23.03656,21.15468,2.04377,52.24958
779,0.64206,0.63734,0.63567,0.63398,0.62485,3.17399,0.70082,70.08144,29.11075,38.94539,45.57798,51.16894,53.72106,55.41251,1299.94228,1267.6761,1302.02745,1288.86421,4.79441,2.14448,23.03657,21.15256,2.04448,52.28813
780,0.6423,0.6375,0.63612,0.63438,0.62509,3.17558,0.70082,70.08203,29.11021,38.93648,45.52551,51.17668,53.72685,55.41856,1299.66814,1267.46579,1301.93479,1288.67579,4.79457,2.14086,23.03648,21.15296,2.04531,52.33059
781,0.64249,0.63767,0.63647,0.63471,0.62521,3.17679,0.70082,70.0825,29.11271,38.93758,45.4149,51.18655,53.73033,55.42456,1299.48272,1267.34958,1301.56182,1288.23335,4.79464,2.13707,23.03632,21.15354,2.04642,52.33343
782,0.6426,0.63785,0.63668,0.63492,0.62531,3.17758,0.70083,70.08274,29.11892,38.91423,45.31588,51.19327,53.72815,55.42539,1299.37646,1267.27433,1301.21443,1287.8638,4.79463,2.13455,23.03624,21.15538,2.04618,52.34094
783,0.64269,0.63799,0.6368,0.63502,0.62541,3.1781,0.70083,70.08287,29.12716,38.86878,45.21698,51.19647,53.72084,55.42124,1299.37256,1267.22617,1300.79509,1287.4532,4.79462,2.13287,23.03621,21.15954,2.04436,52.38249
784,0.64283,0.63806,0.63688,0.63506,0.6255,3.17848,0.70083,70.08317,29.13404,38.85593,45.10164,51.19637,53.7108,55.41611,1299.50589,1267.30273,1300.50511,1287.2249,4.79464,2.13429,23.03628,21.15996,2.04181,52.41077
785,0.64298,0.63808,0.63686,0.63505,0.62554,3.17862,0.70083,70.08342,29.1368,38.88507,45.00797,51.19633,53.70202,55.41455,1299.72109,1267.51868,1300.50557,1287.3402,4.79454,2.13806,23.03637,21.15508,2.0404,52.38694
786,0.64307,0.63808,0.63682,0.635,0.62559,3.17857,0.70083,70.08358,29.12712,38.91134,45.04011,51.19283,53.69642,55.41839,1300.02126,1267.83994,1300.72678,1287.6833,4.7944,2.14075,23.03646,21.15142,2.03965,52.35311
787,0.64312,0.63809,0.63686,0.63493,0.62567,3.17864,0.70084,70.08425,29.10081,38.93628,45.12778,51.18566,53.69149,55.42321,1300.30355,1268.1091,1300.88903,1287.91398,4.79432,2.14237,23.03656,21.14918,2.03921,52.34095
788,0.64324,0.63811,0.63694,0.63487,0.62577,3.17893,0.70085,70.08494,29.07297,38.97073,45.24363,51.18176,53.6904,55.43089,1300.51619,1268.32632,1300.8431,1287.88083,4.79424,2.1414,23.03665,21.14664,2.04136,52.32043
789,0.6434,0.63813,0.63705,0.63491,0.62582,3.17932,0.70086,70.08555,29.05203,39.00764,45.35846,51.18107,53.6935,55.44133,1300.71012,1268.55751,1300.84899,1287.88926,4.7942,2.13749,23.0367,21.14368,2.04645,52.28416
790,0.64351,0.63817,0.63716,0.63503,0.62586,3.17977,0.70086,70.08591,29.03313,39.01629,45.46967,51.1796,53.696,55.4474,1300.85755,1268.74335,1301.14881,1288.18492,4.79413,2.13037,23.03675,21.14556,2.05211,52.25194
791,0.64356,0.63825,0.63725,0.63509,0.6259,3.18013,0.70086,70.08587,29.01733,38.99311,45.563,51.18296,53.69777,55.44768,1300.77565,1268.6747,1301.39688,1288.40798,4.79404,2.12281,23.03676,21.15181,2.05702,52.24392
792,0.64362,0.63834,0.63732,0.63502,0.62594,3.18034,0.70086,70.08561,29.01679,38.96526,45.59454,51.19335,53.69935,55.44427,1300.40788,1268.29089,1301.47776,1288.48038,4.79401,2.11931,23.03682,21.15343,2.06085,52.25705
793,0.64364,0.63841,0.63735,0.63489,0.6259,3.18028,0.70085,70.0847,29.039,38.93726,45.54545,51.20458,53.6994,55.43722,1299.76586,1267.63502,1301.65633,1288.69352,4.794,2.12031,23.0369,21.14869,2.06103,52.2787
794,0.64351,0.63845,0.63738,0.6348,0.62584,3.17999,0.70084,70.08412,29.06439,38.88961,45.43694,51.2081,53.69715,55.4288,1298.97467,1266.82216,1302.04918,1289.08799,4.79399,2.1235,23.03695,21.14191,2.05937,52.29696
795,0.64329,0.63847,0.63739,0.63476,0.62583,3.17972,0.70084,70.084,29.08592,38.83355,45.32073,51.20486,53.6929,55.42053,1298.2701,1266.06663,1302.23635,1289.22716,4.79392,2.12809,23.03696,21.13685,2.05697,52.33264
796,0.64311,0.63854,0.63734,0.63475,0.62586,3.17955,0.70085,70.08427,29.10397,38.78866,45.20949,51.20052,53.68673,55.41372,1297.71348,1265.47568,1302.02502,1288.90809,4.79373,2.13151,23.03692,21.13253,2.05369,52.35762
797,0.64299,0.63861,0.63731,0.63477,0.62588,3.17951,0.70085,70.08457,29.1173,38.76127,45.09807,51.19567,53.67734,55.40882,1297.44753,1265.19297,1301.49599,1288.28986,4.79354,2.134,23.03696,21.13043,2.04995,52.35732
798,0.64293,0.63861,0.63739,0.63487,0.62589,3.17965,0.70085,70.08453,29.12657,38.74098,45.02168,51.18799,53.66306,55.40427,1297.57032,1265.3064,1300.91461,1287.66893,4.79344,2.13397,23.03701,21.13108,2.04799,52.35483
799,0.64294,0.63859,0.63752,0.63498,0.62595,3.17998,0.70085,70.08464,29.13418,38.72182,44.98983,51.18072,53.64909,55.40599,1298.02793,1265.76718,1300.63632,1287.36369,4.79335,2.12964,23.03699,21.13598,2.0489,52.36208
800,0.64301,0.63863,0.63761,0.63507,0.62607,3.18045,0.70085,70.08505,29.14135,38.71998,44.99142,51.18046,53.6452,55.42138,1298.67844,1266.42324,1300.51778,1287.19937,4.7933,2.1234,23.037,21.14354,2.0486,52.34192
801,0.6431,0.63868,0.63764,0.63511,0.62619,3.18084,0.70085,70.08518,29.14804,38.74451,45.01688,51.18596,53.65196,55.43185,1299.36955,1267.10145,1300.18005,1286.85521,4.7934,2.11938,23.03697,21.14814,2.04605,52.30208
802,0.64317,0.63867,0.63765,0.63514,0.62623,3.18102,0.70085,70.08502,29.15352,38.79339,45.04009,51.19133,53.66111,55.43636,1299.85814,1267.56397,1299.79572,1286.50076,4.79357,2.11908,23.03695,21.15068,2.04433,52.30415
803,0.64328,0.63861,0.63763,0.63523,0.62621,3.18112,0.70085,70.08509,29.1579,38.84361,45.05397,51.19167,53.67219,55.44347,1300.19862,1267.86183,1299.83902,1286.59855,4.79368,2.11796,23.03687,21.15258,2.04364,52.33025
804,0.6434,0.63857,0.6375,0.6354,0.62617,3.18115,0.70086,70.08561,29.1605,38.8748,45.05792,51.19147,53.68534,55.44898,1300.44107,1268.04657,1300.32143,1287.16364,4.79374,2.11667,23.03679,21.15494,2.04244,52.33894
805,0.6435,0.6386,0.63739,0.63559,0.62611,3.18111,0.70086,70.08566,29.15962,38.89913,45.05344,51.20101,53.69919,55.44583,1300.49868,1268.07218,1300.68,1287.65536,4.79393,2.11567,23.03671,21.15553,2.04004,52.31896
806,0.64353,0.63865,0.6374,0.63574,0.62601,3.18106,0.70085,70.08509,29.15518,38.92903,45.04203,51.21713,53.70668,55.44452,1300.4568,1268.05258,1300.47318,1287.58275,4.79403,2.11366,23.03659,21.15503,2.0392,52.3263
807,0.64355,0.6387,0.63747,0.6359,0.62588,3.18116,0.70084,70.08431,29.1485,38.96524,45.01637,51.23019,53.70419,55.44315,1300.56187,1268.18585,1300.16814,1287.39717,4.794,2.10921,23.03645,21.15316,2.03862,52.32462
808,0.64356,0.63882,0.6375,0.63604,0.62583,3.18145,0.70084,70.08357,29.14063,38.99742,45.00036,51.23875,53.6992,55.44321,1300.84235,1268.46158,1300.11942,1287.41574,4.79406,2.10369,23.03638,21.15154,2.03694,52.29054
809,0.64349,0.63895,0.63752,0.63612,0.62586,3.18167,0.70082,70.08235,29.12731,39.02177,45.00859,51.24478,53.69318,55.44468,1301.12272,1268.73962,1299.82732,1287.0889,4.79428,2.10145,23.03627,21.14938,2.03646,52.24426
810,0.64333,0.63905,0.63754,0.63604,0.62588,3.18159,0.7008,70.08059,29.1044,39.05243,45.03998,51.2485,53.68367,55.43883,1301.16309,1268.78871,1299.00824,1286.17863,4.7945,2.10242,23.03608,21.14971,2.03697,52.21438
811,0.64316,0.63911,0.6375,0.6358,0.62588,3.18133,0.70078,70.07854,29.07099,39.06651,45.07589,51.24339,53.67206,55.42655,1301.10948,1268.72907,1298.081,1285.13759,4.79475,2.10453,23.03591,21.15332,2.03711,52.20387
812,0.6431,0.63912,0.63736,0.63551,0.62588,3.18098,0.70077,70.07695,29.0364,39.07071,45.09983,51.23453,53.66582,55.42011,1301.08226,1268.67744,1297.36494,1284.3574,4.7949,2.10799,23.03586,21.15613,2.03712,52.2062
813,0.64308,0.63906,0.63719,0.63523,0.62585,3.18045,0.70076,70.07662,29.01702,39.07471,45.1077,51.23452,53.66934,55.41889,1300.95915,1268.53592,1297.05572,1284.05685,4.795,2.11037,23.03586,21.15545,2.03919,52.22009
814,0.64304,0.63893,0.63708,0.635,0.6258,3.17987,0.70077,70.07763,29.01233,39.06308,45.12737,51.23892,53.676,55.4181,1300.76839,1268.37238,1297.01517,1284.0541,4.79502,2.11038,23.03592,21.15428,2.04336,52.23633
815,0.643,0.63876,0.63705,0.63486,0.62571,3.17938,0.70079,70.07934,29.01945,39.04723,45.16157,51.24065,53.68218,55.41756,1300.66149,1268.316,1297.12179,1284.16868,4.79499,2.10991,23.03599,21.15227,2.04746,52.24956
816,0.64303,0.63863,0.63697,0.63479,0.6256,3.17905,0.70081,70.08133,29.04074,39.03604,45.17839,51.24228,53.69201,55.42002,1300.63061,1268.34187,1297.47359,1284.53908,4.79491,2.10966,23.03613,21.14541,2.04915,52.25167
817,0.6431,0.63852,0.63686,0.6348,0.62549,3.17884,0.70083,70.08363,29.07762,39.0188,45.17476,51.24024,53.70418,55.4249,1300.64485,1268.4293,1298.14764,1285.22259,4.79468,2.11009,23.0363,21.13603,2.04946,52.23813
818,0.64312,0.63842,0.63683,0.63483,0.62539,3.1787,0.70086,70.08586,29.11774,38.98923,45.18683,51.23385,53.71298,55.42761,1300.703,1268.5629,1298.80942,1285.89312,4.79442,2.11242,23.03638,21.13052,2.05016,52.23424
819,0.64309,0.63832,0.63691,0.63486,0.62533,3.17862,0.70087,70.0874,29.14621,38.95099,45.23388,51.22315,53.71643,55.42731,1300.71106,1268.61555,1299.32987,1286.34166,4.7943,2.1166,23.03638,21.12934,2.05139,52.2421
820,0.64303,0.63826,0.63703,0.63484,0.62534,3.17857,0.70088,70.08828,29.16097,38.89647,45.26202,51.20854,53.71878,55.42888,1300.52602,1268.41382,1299.52213,1286.36292,4.79434,2.12023,23.03631,21.13025,2.05167,52.23246
821,0.64296,0.63825,0.63708,0.63475,0.62536,3.17843,0.70088,70.08847,29.16536,38.84278,45.27093,51.19966,53.72225,55.43417,1300.22878,1268.03817,1299.47505,1286.1843,4.79443,2.12107,23.03621,21.13227,2.04978,52.21433
822,0.64291,0.63822,0.63711,0.63468,0.6254,3.1783,0.70089,70.08915,29.16402,38.79409,45.28186,51.19632,53.72457,55.4407,1299.96225,1267.69601,1299.49843,1286.14191,4.79443,2.12115,23.03609,21.13635,2.04735,52.19287
823,0.64286,0.63819,0.63717,0.63462,0.62544,3.17823,0.7009,70.09019,29.16188,38.7598,45.30401,51.19144,53.72607,55.44507,1299.79776,1267.46551,1299.32575,1285.92285,4.79438,2.12265,23.036,21.1406,2.04645,52.1732
824,0.6428,0.63819,0.63716,0.63455,0.62549,3.17805,0.70091,70.09064,29.16504,38.742,45.31445,51.18621,53.72542,55.44582,1299.61079,1267.24044,1299.00571,1285.55794,4.79445,2.12614,23.03601,21.14365,2.04622,52.15899
825,0.64282,0.6382,0.63703,0.63449,0.62551,3.17778,0.70091,70.0907,29.17685,38.72737,45.31185,51.18472,53.72635,55.44585,1299.56174,1267.20244,1298.70279,1285.25676,4.79461,2.12944,23.03617,21.14849,2.04475,52.15544
826,0.64295,0.6382,0.63686,0.63446,0.62551,3.17756,0.70091,70.09111,29.19586,38.73181,45.36536,51.19271,53.7338,55.44907,1299.79704,1267.51324,1298.38097,1285.02024,4.79474,2.13284,23.03646,21.15571,2.04247,52.15288
827,0.64314,0.63817,0.63679,0.6345,0.6256,3.17753,0.70092,70.09133,29.2233,38.77507,45.49887,51.20721,53.74262,55.45287,1300.1854,1267.99168,1298.35688,1285.13129,4.79476,2.13606,23.03679,21.16101,2.0411,52.14141
828,0.64334,0.63812,0.63675,0.63461,0.62579,3.17743,0.7009,70.09005,29.26173,38.83886,45.71872,51.22269,53.75074,55.45305,1300.36115,1268.13506,1298.85203,1285.69977,4.79484,2.13635,23.03711,21.16199,2.04035,52.10778
829,0.64443,0.64073,0.63752,0.63684,0.62816,3.18734,0.70071,70.07105,29.25267,38.92773,45.88818,51.23712,53.75753,55.45166,1300.3426,1268.00471,1299.64118,1286.50578,4.79502,2.13493,23.03739,21.16135,2.03885,52.07481
830,0.64633,0.643,0.6403,0.63877,0.63018,3.19946,0.70054,70.05398,29.18296,39.03929,46.05004,51.24961,53.75921,55.45179,1300.23738,1267.78211,1300.43598,1287.24721,4.79516,2.13258,23.03752,21.16023,2.03602,52.03889
831,0.64784,0.64446,0.64187,0.64016,0.63158,3.2062,0.7004,70.0399,29.12872,39.15815,46.28396,51.257,53.75456,55.45281,1300.23673,1267.64188,1300.97705,1287.70531,4.79519,2.12808,23.03736,21.15567,2.03173,52.00293
832,0.64929,0.64678,0.64333,0.64213,0.63374,3.21633,0.70025,70.02471,29.07009,39.25554,46.39237,51.25611,53.74793,55.45552,1300.1843,1267.42503,1301.43083,1288.11132,4.7952,2.12289,23.03698,21.14796,2.0261,51.9555
833,0.65125,0.64965,0.64592,0.64435,0.63612,3.23135,0.70008,70.00821,28.9996,39.30678,46.42907,51.24729,53.74539,55.45932,1299.8485,1267.01091,1301.57469,1288.20804,4.79512,2.11892,23.0366,21.14209,2.02056,51.91572
834,0.65229,0.64901,0.64743,0.64396,0.63573,3.22881,0.70021,70.02158,28.9416,39.31411,46.42023,51.23898,53.74458,55.46081,1299.41788,1266.58336,1301.33368,1287.90839,4.79489,2.1181,23.03635,21.1394,2.01605,51.90261
835,0.65198,0.64841,0.6469,0.64369,0.63532,3.22642,0.70033,70.03346,28.93662,39.27728,46.3899,51.23011,53.74188,55.45969,1299.20645,1266.3601,1300.92552,1287.47693,4.79461,2.11975,23.03617,21.1404,2.01111,51.90504
836,0.65169,0.64789,0.6465,0.64345,0.63489,3.22436,0.70044,70.04409,28.93666,39.19703,46.35166,51.21932,53.74043,55.45712,1299.18683,1266.3015,1300.77471,1287.37896,4.79433,2.12177,23.03608,21.14148,2.00595,51.90409
837,0.65137,0.64748,0.64624,0.64317,0.63455,3.22263,0.70057,70.05676,28.93883,39.11375,46.29482,51.21009,53.7421,55.45321,1299.1525,1266.29094,1300.79692,1287.50593,4.79408,2.1238,23.03605,21.1413,2.00217,51.91284
838,0.65101,0.64714,0.64607,0.64291,0.63428,3.2212,0.70065,70.06508,28.96026,39.04936,46.22979,51.20494,53.74272,55.44627,1299.19324,1266.4135,1300.7132,1287.56615,4.7938,2.12593,23.03613,21.14045,2.00117,51.93481
839,0.65072,0.6469,0.64593,0.64274,0.63413,3.2202,0.70066,70.06614,28.99488,39.01237,46.18367,51.2017,53.74132,55.44163,1299.71208,1267.00208,1300.31638,1287.30829,4.7937,2.12698,23.03624,21.13855,2.00127,51.96085
840,0.65051,0.64677,0.64581,0.64259,0.63401,3.21952,0.70067,70.06718,29.02663,38.9962,46.1459,51.19681,53.74207,55.44259,1300.61539,1267.98293,1299.80928,1286.89946,4.79373,2.12591,23.03632,21.13326,2.00255,51.96624
841,0.65035,0.64666,0.6457,0.64243,0.63392,3.21894,0.70068,70.06823,29.05881,38.99327,46.10891,51.19231,53.74632,55.44574,1301.39941,1268.84889,1299.21064,1286.31795,4.79381,2.12134,23.03641,21.1235,2.00544,51.96089
842,0.6502,0.64654,0.64558,0.64227,0.63388,3.2184,0.7007,70.06949,29.09968,39.01196,46.07044,51.19151,53.7518,55.44707,1301.80823,1269.33849,1298.56161,1285.65773,4.7939,2.11644,23.03659,21.11534,2.00991,51.95368
843,0.65011,0.64642,0.64538,0.64215,0.63386,3.21789,0.70071,70.07095,29.13951,39.022,45.97888,51.18952,53.75416,55.44691,1301.88758,1269.47501,1298.25153,1285.33247,4.79399,2.11234,23.03675,21.10943,2.01343,51.94968
844,0.65006,0.64631,0.6451,0.64211,0.63384,3.21743,0.70073,70.07291,29.16982,39.00573,45.9048,51.18297,53.75257,55.44462,1301.71657,1269.32734,1298.43027,1285.4653,4.79419,2.10998,23.03683,21.10691,2.01499,51.93752
845,0.65001,0.64623,0.64483,0.64209,0.63383,3.21702,0.70076,70.07541,29.19029,38.9815,45.86939,51.17802,53.74899,55.43854,1301.38553,1269.01344,1298.80489,1285.77017,4.79439,2.1066,23.03682,21.1045,2.0161,51.92214
846,0.64994,0.64619,0.6446,0.64203,0.63379,3.2166,0.70078,70.07768,29.20622,38.97323,45.77401,51.18101,53.74822,55.43157,1300.85772,1268.49426,1299.278,1286.21058,4.79454,2.10231,23.03676,21.10661,2.01856,51.90874
847,0.64986,0.64613,0.64439,0.64193,0.63378,3.21616,0.7008,70.07947,29.22203,38.99109,45.63382,51.18998,53.74897,55.43083,1300.3337,1267.96573,1299.58467,1286.54763,4.79465,2.09994,23.0367,21.11355,2.02167,51.89218
848,0.64979,0.64606,0.64419,0.64182,0.63379,3.21571,0.70082,70.08141,29.23719,39.03643,45.64374,51.20133,53.75114,55.43426,1300.02136,1267.62932,1299.82572,1286.84842,4.79463,2.09895,23.03667,21.1203,2.02765,51.87281
849,0.6497,0.64597,0.64403,0.6417,0.63372,3.21512,0.70084,70.08348,29.2418,39.09231,45.67687,51.21543,53.75543,55.43587,1299.83353,1267.41084,1300.05467,1287.14381,4.79449,2.09937,23.03671,21.12366,2.03702,51.85474
850,0.64962,0.64588,0.64394,0.64154,0.63357,3.21447,0.70085,70.08478,29.23237,39.15716,45.73547,51.23101,53.76246,55.43788,1299.80885,1267.3374,1300.03952,1287.21599,4.79428,2.10182,23.03671,21.12608,2.04869,51.84601
851,0.64951,0.64575,0.64395,0.64132,0.63341,3.21386,0.70086,70.08536,29.21418,39.22556,45.80526,51.24231,53.77154,55.44436,1299.91572,1267.37787,1300.07381,1287.38337,4.79397,2.10414,23.03661,21.12701,2.05813,51.88173
852,0.6494,0.64562,0.64395,0.64116,0.63327,3.21333,0.70087,70.08646,29.19114,39.28724,45.89073,51.24794,53.77734,55.44974,1300.16847,1267.55536,1300.4068,1287.8703,4.79369,2.10572,23.03651,21.12804,2.06517,51.93648
853,0.64927,0.64548,0.6439,0.64111,0.63314,3.21281,0.70088,70.08829,29.16319,39.34303,46.03769,51.25364,53.77576,55.44785,1300.46616,1267.78582,1300.741,1288.31987,4.79365,2.10548,23.03638,21.12762,2.06989,51.99411
854,0.64913,0.64538,0.64382,0.6411,0.63293,3.21228,0.7009,70.09009,29.13162,39.39534,45.93847,51.26201,53.77399,55.44423,1300.60757,1267.87426,1300.89596,1288.52723,4.79365,2.10505,23.03619,21.12597,2.07184,52.05756
855,0.64896,0.6453,0.64371,0.64103,0.63272,3.21172,0.70092,70.09184,29.10631,39.42319,45.86132,51.26621,53.77376,55.44465,1300.53706,1267.78044,1300.83017,1288.45112,4.79358,2.10483,23.03608,21.12442,2.07184,52.11838
856,0.64878,0.64522,0.64359,0.64094,0.63256,3.21114,0.70094,70.09394,29.08978,39.4293,45.82643,51.26204,53.7692,55.4452,1300.44526,1267.6643,1300.64721,1288.19704,4.79353,2.10428,23.03616,21.12111,2.07054,52.13109
857,0.64856,0.64505,0.64345,0.64081,0.6324,3.21033,0.70097,70.09717,29.07523,39.42122,45.77342,51.25482,53.76133,55.44401,1300.31,1267.51607,1300.47505,1287.92115,4.79358,2.10419,23.03644,21.11558,2.06923,52.11021
858,0.64831,0.64484,0.64335,0.64062,0.63224,3.20936,0.70101,70.10093,29.06128,39.39837,45.70293,51.24954,53.75803,55.44528,1300.22811,1267.44251,1300.10055,1287.40031,4.79362,2.10586,23.03678,21.11225,2.06802,52.09103
859,0.64805,0.64467,0.64335,0.64029,0.63208,3.2084,0.70105,70.10484,29.05487,39.34054,45.67564,51.24406,53.76058,55.44954,1300.25303,1267.51126,1299.85349,1287.01005,4.79366,2.10594,23.03702,21.11075,2.06619,52.07277
860,0.64786,0.64453,0.6434,0.63991,0.63192,3.20754,0.70109,70.10893,29.05393,39.23994,45.64836,51.23502,53.76191,55.45029,1300.34377,1267.6217,1299.93957,1287.02003,4.79375,2.10433,23.03722,21.10847,2.06468,52.06323
861,0.64774,0.64432,0.64344,0.63963,0.6318,3.20677,0.70113,70.11315,29.04936,39.14968,45.62107,51.22848,53.75072,55.44336,1300.4213,1267.6845,1300.30164,1287.35325,4.79397,2.10251,23.03737,21.10668,2.06347,52.07722
862,0.64762,0.6441,0.64342,0.6395,0.6317,3.20606,0.70117,70.11716,29.04228,39.099,45.59757,51.22282,53.73863,55.43419,1300.3964,1267.64288,1300.6444,1287.67814,4.79428,2.10453,23.03743,21.10387,2.063,52.10754
863,0.64755,0.64398,0.64331,0.63944,0.63159,3.20559,0.70121,70.12102,29.03688,39.07178,45.56467,51.2207,53.7341,55.4286,1300.39076,1267.63521,1301.15239,1288.18109,4.7946,2.1095,23.03745,21.10161,2.0631,52.13144
864,0.64756,0.64395,0.64312,0.63948,0.63144,3.20533,0.70124,70.12449,29.03349,39.0522,45.61038,51.22307,53.72916,55.4225,1300.34046,1267.59881,1301.68935,1288.72488,4.79488,2.1153,23.03777,21.09821,2.06382,52.1396
865,0.64762,0.64391,0.64288,0.63961,0.6313,3.20516,0.70126,70.12676,29.0345,39.04122,45.66278,51.2302,53.72482,55.41802,1300.09722,1267.39043,1302.07039,1289.12606,4.79501,2.12214,23.03877,21.09304,2.06404,52.12648
866,0.64762,0.64388,0.64262,0.63981,0.6312,3.20497,0.70128,70.12796,29.04865,39.04312,45.71462,51.24118,53.7315,55.42043,1299.85716,1267.20453,1302.22122,1289.28585,4.79491,2.13061,23.03927,21.09193,2.0631,52.10936
867,0.6476,0.6439,0.64237,0.63994,0.63114,3.20475,0.70128,70.12852,29.07932,39.0509,45.7672,51.25674,53.74956,55.43028,1299.62529,1267.05034,1302.0958,1289.12857,4.79455,2.13702,23.03733,21.09565,2.06197,52.114
868,0.6476,0.64394,0.64218,0.63995,0.63107,3.20452,0.70128,70.12888,29.12006,39.06333,45.76403,51.27519,53.75606,55.43504,1299.29963,1266.80739,1301.54645,1288.54463,4.7942,2.1382,23.03767,21.10172,2.06135,52.15625
869,0.64753,0.64393,0.64218,0.6399,0.63102,3.2043,0.70128,70.12854,29.16641,39.08767,45.73872,51.28703,53.75729,55.4285,1298.99483,1266.60775,1300.64028,1287.653,4.79392,2.13377,23.03724,21.10969,2.0605,52.22118
870,0.64737,0.64388,0.64223,0.63982,0.631,3.20402,0.70127,70.12718,29.21491,39.11361,45.72492,51.28919,53.75446,55.41781,1298.71663,1266.41836,1299.785,1286.82726,4.79366,2.12593,23.0365,21.11777,2.05955,52.2872
871,0.64723,0.64382,0.64225,0.63972,0.63098,3.2037,0.70125,70.12564,29.25418,39.13543,45.69477,51.28468,53.74184,55.40839,1298.55489,1266.29858,1299.25183,1286.31249,4.79346,2.11729,23.03591,21.12461,2.05882,52.34387
872,0.6471,0.64372,0.64224,0.63964,0.63093,3.20336,0.70125,70.12473,29.27741,39.14658,45.65593,51.27097,53.7282,55.39991,1298.68546,1266.45467,1298.94283,1286.03733,4.7934,2.10993,23.03589,21.13077,2.05809,52.39166
873,0.64695,0.64358,0.64227,0.63952,0.63088,3.20298,0.70123,70.12351,29.28441,39.15561,45.60286,51.25868,53.72336,55.40353,1299.12358,1266.89047,1299.03982,1286.24525,4.79342,2.10451,23.03601,21.13474,2.05766,52.40537
874,0.6468,0.64342,0.64226,0.63939,0.63084,3.20257,0.70121,70.12118,29.27908,39.17152,45.5618,51.2555,53.72481,55.41364,1299.77155,1267.51419,1299.76038,1287.08598,4.79355,2.1013,23.03609,21.13822,2.05739,52.36054
875,0.64671,0.64327,0.64209,0.63924,0.63074,3.20196,0.7012,70.1198,29.26106,39.18082,45.52667,51.25859,53.73297,55.42723,1300.09536,1267.74527,1300.90837,1288.29977,4.79368,2.10028,23.03616,21.14099,2.05845,52.30035
876,0.64666,0.64316,0.64183,0.63905,0.6306,3.20123,0.7012,70.12008,29.23319,39.18799,45.47388,51.26704,53.74651,55.44356,1300.08849,1267.62691,1301.87199,1289.31771,4.7938,2.10209,23.03626,21.14189,2.05902,52.2592
877,0.64657,0.64306,0.6416,0.63886,0.63044,3.20049,0.70121,70.12087,29.20291,39.21376,45.41611,51.27669,53.75887,55.45781,1300.1454,1267.58366,1302.32616,1289.87322,4.79397,2.10641,23.03632,21.13793,2.05959,52.22026
878,0.64645,0.64292,0.64139,0.63868,0.63024,3.19965,0.70122,70.12225,29.17238,39.25156,45.46046,51.28315,53.76491,55.46318,1300.22988,1267.56951,1302.31038,1289.91774,4.79419,2.1111,23.03635,21.12988,2.06064,52.18419
879,0.64633,0.6428,0.64115,0.63847,0.63001,3.19874,0.70124,70.12362,29.14294,39.28103,45.4852,51.28655,53.7658,55.45873,1300.1272,1267.41169,1302.05767,1289.60928,4.79429,2.11652,23.03629,21.1221,2.06189,52.15492
880,0.6462,0.64267,0.64088,0.63829,0.6298,3.19783,0.70127,70.12712,29.1265,39.28984,45.50325,51.28525,53.76304,55.45266,1299.98499,1267.28747,1301.5886,1289.05695,4.79428,2.12157,23.03624,21.11506,2.06173,52.16138
881,0.646,0.64249,0.64073,0.63812,0.62967,3.19701,0.70132,70.13188,29.11582,39.28238,45.51558,51.27738,53.75851,55.44705,1300.06117,1267.44306,1301.1812,1288.60755,4.79416,2.12472,23.03626,21.10818,2.06051,52.15529
